dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10,dimension_11,dimension_12,dimension_13,dimension_14,dimension_15,cluster,cluster_name
5.835936266116054,-0.43831281392483357,1.011846676618922,2.1089889864776175,-3.474536312827279,10.286480429429123,4.500188251641866,7.89289315822806,8.373656916100453,-0.623123267670735,8.15096686973395,-6.037055722501102,-10.462850453947658,-6.02649001820021,-1.2486449473283936,3,Cluster_4
-6.874157005016461,-3.957889729506118,-0.9992947256508895,-6.209580147703568,-2.407326403317062,3.7107456886324566,-7.77277790119559,-4.023125594845893,-1.640884698717967,-4.003692029432366,4.6454138731676835,-4.417994997589151,-2.2238900780662663,2.4354072415741084,-11.784155354846856,1,Cluster_2
1.9382230329661365,-4.59835449825011,-5.292622920458334,5.701652630194633,5.7398897307818135,4.923877351220458,-2.742249450184858,-7.052810538857128,5.824203440210837,-3.5963451819385894,-12.191523029042177,1.6195665928296945,-10.968622123626101,4.149432312798367,-4.534272876080898,2,Cluster_3
0.16750371114814544,-7.855278076023754,-8.320311525709661,9.572199291826914,6.9341757313369285,8.275918504694975,-2.763712059931641,-9.456014591094089,0.6094909373447868,-1.4867592833708356,-8.451122730826743,0.12981911633144932,-10.038462900006765,4.171494320085623,-5.6010942446019785,2,Cluster_3
6.69576647892253,-4.811443281694386,-7.551479298285583,6.425101911989994,6.736025426564112,6.753377926612928,-3.616682220996105,-9.274802849888953,3.9666259294672574,1.9803037308792186,-6.168430354003826,-2.378478817280073,-9.53524723198152,6.576475079870521,-5.599800200816784,2,Cluster_3
-2.620735778368162,10.130939953241766,4.791889619052925,3.0506816688334704,-8.720974377310002,-6.541387945203791,-11.66575675044597,7.101070792801303,0.21448495193459616,2.6903916707413758,-7.116123763663076,11.580817284428424,7.8671290578227895,-7.937843315779634,-6.996317555247591,0,Cluster_1
3.145435550002336,-4.055535602107554,0.4874421652569916,2.979888529967121,-6.683803261347892,8.243527401116634,4.940405497446118,9.948672350797334,10.720600765639475,0.7017120978833458,8.635352274520102,-7.55343507508969,-8.065498765074741,-9.054619887363403,-6.4247410994189025,3,Cluster_4
2.0215198279637296,-6.443769330223139,-8.552574158291021,8.677224767470147,11.696055655705317,6.000511042630797,-6.146816873298924,-8.83361743181178,4.0420499638640885,1.2614794433861278,-6.353045933206756,-1.7975323552686842,-4.341849744337849,8.715958663531602,-2.273618892001632,2,Cluster_3
-3.737920709809105,-3.96089126540701,-1.5034758319450643,-2.3706494696141203,-2.494177143030055,3.3305250308503487,-7.687986985298552,-4.890755852925012,-3.45627943221381,-2.7234206846562854,8.934270606799156,-6.651165295255486,2.7190058099232255,4.8909234810857525,-7.074369949304124,1,Cluster_2
-0.5581073688080318,8.055937652507742,4.268560882900467,-0.2395002640713244,-9.272040439312612,-5.255057948487551,-6.125847699494365,7.179502672338035,4.029366030648224,4.884723606016177,-10.8785496232942,10.120988254256714,9.724925948940374,-5.82486986465438,-3.234213344229975,0,Cluster_1
1.49876087408942,-5.37737778798019,2.4219095972282476,0.8454826758424697,-3.5459761785818427,8.048668141330081,5.393099746544641,6.945152861595876,7.911272371400109,-0.9990942977758954,7.4622178585524095,-11.102657688817846,-4.692496285234579,-7.662275542269937,-6.953918845703402,3,Cluster_4
-1.1068521384309535,8.419159121478337,7.39129246285134,1.6730585098756785,-6.628474284208186,-7.226253241843686,-8.807169661473075,5.1309727417083,-0.8578015303244131,7.350461682370853,-11.282232810720608,7.4154123443272715,2.342072588801006,-7.031141281813481,-9.009680242672985,0,Cluster_1
-8.03472267145195,-3.5647323029922213,6.465646637851577,-0.6261362962090764,-4.802476568383957,4.080660898402094,-6.244747012540738,-3.3169180483919543,-1.459061947694824,3.234486813999802,3.4417423572084416,-5.059260203209897,-1.5680734916908443,2.9593166699253466,-10.908364768572234,1,Cluster_2
-9.87006161270956,-5.3045814029873615,-0.32343624358145073,-2.40927642302687,-3.8707074519717173,0.5922180296831887,-4.96806145231022,-4.156692899459243,-2.691363776403395,-1.5343897486851161,6.013900595578231,-4.3563278274975366,-1.449571663149568,0.5320583990903365,-9.678443803153375,1,Cluster_2
2.7199706061392357,-3.698340368409674,0.938547585644812,-1.2954387878392355,-3.909088991966754,8.197902985827229,2.1537175463158005,8.571931991356855,7.965297626605896,2.2791784425652217,11.161749507832493,-8.703047632433329,-6.319582000354639,-11.301822984255427,-1.8522863789589188,3,Cluster_4
3.4083737784158092,-5.047941011288492,1.7194691113830556,2.9879948233814217,-5.103755806998747,12.629267834612907,6.334309726132977,6.356185410603448,10.623300035629654,0.7476871050097076,10.258321699833475,-5.082681525851397,-5.166966730156298,-12.087771848118539,-5.329817717754295,3,Cluster_4
-3.662981362099048,10.685670352328605,2.380465126912865,3.032778039771298,-3.9964899498354693,-11.823398593530525,-10.432118267576964,8.477667169859783,1.6162094627781902,4.903743302663527,-10.796280487515592,9.571376618185687,6.337498345224277,-3.417653663114862,-5.854658969255562,0,Cluster_1
-12.370934114572975,-3.5474560513018556,4.096150995666465,1.1167930787211895,-3.7560983654899096,1.2537855231834951,-5.595877593684542,-6.104199428704574,-1.7200475954137273,0.13234000267397317,7.823939042858033,-0.48720427901065033,1.0695207026297666,0.8303641258258523,-9.122140369984034,1,Cluster_2
-4.635048038520754,-8.408933808778457,-0.7182719568858362,-0.9385322425987397,-1.7752592831854388,1.2532529994351795,-10.963228199042911,-2.9176841373633646,-3.9434879117774244,-3.257933633840003,4.454828448433824,-6.375575072144505,-0.9248005608041929,-2.5628407369572885,-7.276859351825781,1,Cluster_2
2.117035470969535,-4.965421266045904,-0.9129095009998998,-0.4612322209308968,-7.609836680939074,8.618609323495653,4.231574269591178,9.206623848534967,8.617284440362697,0.13670940185672276,10.9796153524764,-10.190274562642838,-9.31594397924777,-8.333898079059136,-5.128209653563392,3,Cluster_4
-1.2678534279513942,9.36968813006483,1.9691901188078988,2.7335653859526583,-5.658455700583624,-5.760528697413867,-6.676766305526767,8.99136722459651,2.940660393321049,4.021120133003615,-12.910231981115935,10.257433481505057,7.064228190334658,-5.21006011204373,-8.916997807498607,0,Cluster_1
2.283211407968767,-2.082216928643755,-1.7010796360087892,-4.129333045636034,-6.757122905051311,9.108177447236095,5.77378330005171,10.247016118312855,9.171758633015392,2.4755391867095455,10.828547476635753,-11.268089520588239,-5.071179122662315,-7.842377495115355,-5.972517956895192,3,Cluster_4
-0.2543085032023531,-5.487236805002457,1.746139098778981,1.267517221585281,-3.9409310788781147,10.198241681365516,3.5692526858169717,7.197850555842515,8.10238178959945,-2.6700885557785083,11.784368471708305,-7.346656486206495,-3.626273557519351,-12.256662103407578,-1.0042630640242014,3,Cluster_4
-8.202787207020513,-1.743190908459181,-0.5767982575833388,0.255015969404605,-3.44084256923648,5.913425248037835,-7.6570547517028675,-4.855740621532032,-2.711602345901631,-1.4849598813278315,7.303403031744373,-9.239145573705981,-1.8226760700204756,-0.2873144659175364,-7.170376561652894,1,Cluster_2
4.47602717024622,-3.81676673538218,-0.032957190717496976,1.0509461685013843,-7.5106287519633685,8.705280701605096,1.331071589412283,10.737431292988518,8.4941425691965,0.4110878881548421,12.234954663172813,-8.056116998176837,-8.15262989556749,-7.381979378848323,-2.6972969517161878,3,Cluster_4
1.939070248156753,-4.2372009679251175,-1.477566060415749,3.172695421993785,-6.891822404665527,12.297203645543538,8.560152168304107,8.627886901840295,5.879649543458276,-2.213796179244972,5.493410554408752,-10.97781960875893,-3.323403496694086,-8.863805047335347,-2.714184336550737,3,Cluster_4
2.3823063361809025,9.272728492148776,4.858668425437887,3.424702931738116,-5.917608727677844,-6.4323415447176835,-10.419276667526635,8.266459629770695,5.786349227814243,6.852291648230864,-6.401936860805157,8.375765690377516,4.669643175491274,-6.004791626633773,-6.252050831280599,0,Cluster_1
3.293255850467184,-6.102203078848741,-10.879384953893268,7.006631543624806,7.3731532222218386,6.3890175972771015,-5.160355168898601,-7.058429881921282,-2.0245927955656446,-2.910653855463572,-9.811343224926524,-0.6091431545195807,-10.38832509467591,9.782095601367176,-8.543073911319777,2,Cluster_3
-1.6199922866124687,11.407549101489623,3.420313027589337,1.7051353505948965,-6.850250801692876,-8.449906219440427,-7.541766888948292,7.08162661828314,2.8613651226782313,2.3864672003167087,-10.463226714730771,10.842959758895429,5.903186511824901,-2.2992900839676667,-7.1627730270871925,0,Cluster_1
-4.143068965027222,9.751632745944123,3.85320121157338,2.030659329810367,-4.322723465936672,-6.49791145723614,-8.745454660323713,4.603810633538865,3.514807366918617,5.452419918203059,-5.261800667473031,8.782640573333884,7.087153471336314,-5.254450419012967,-3.208594096331039,0,Cluster_1
-2.14546511293576,9.510727300798994,3.7211570371476133,0.2734809450111484,-5.218955558062779,-8.592277245093682,-8.695195282197226,6.36820802196847,2.9802598863569596,4.828775766494806,-7.513230225568153,8.378164245530392,6.109102945421693,-7.710745217999092,-7.25208717601021,0,Cluster_1
2.9375111380394134,-8.065631693576954,-8.336465815090309,9.898253995031274,9.702325342031463,4.128556322911508,-3.4950010738816855,-5.122165842437048,4.581932059272192,0.7270242529357089,-8.03325924312968,1.4033386810728248,-8.75369390126258,6.284586582201179,-4.187358358401912,2,Cluster_3
-4.895538351515455,-3.038203663189791,0.5343619480327371,-0.015377155224045369,-2.991788928556405,1.5289764725655424,-8.357326332752965,-3.9533944387716637,0.42527716886420874,-3.3568144669670823,2.768468696355393,-5.677002674359772,0.3864641719842687,2.194974705981666,-8.583085349783044,1,Cluster_2
-4.556598951183652,-4.556490391923629,4.085551344469401,-0.900958108774881,-3.1799310178563727,3.5689063985565124,-6.366949565730252,-2.4792260283564125,-3.907269507220012,-1.9952038235513416,3.503210761916883,-5.127521895592353,1.8425617752964607,2.7638371095446215,-5.7220068789049705,1,Cluster_2
4.6534352509290695,-2.7280361173315364,1.392970465611358,0.9374436495794752,-5.473365107911877,12.600370771908365,4.932467953138263,9.067269198703952,5.724294410190156,0.22147765302503775,8.63311128664895,-6.022282865557795,-6.592904400120241,-9.567287280413488,-4.3071638737434625,3,Cluster_4
3.4461000364954857,-2.893766927766621,2.089039442839691,1.719473818167529,-5.395739842471022,6.227246221798216,5.603111865553652,9.748993927287,9.354429397693876,0.573298027754114,7.119406150685045,-9.378351309528806,-5.007514951834409,-7.027692111940823,-4.308313599317916,3,Cluster_4
-5.4067272172234215,-7.366768598390439,-0.860000672026553,1.0271191789370597,-6.137748258318524,1.3082493698288147,-6.28600100045537,-2.590326010730446,-3.175840906215157,-2.073620705042564,8.548258951257289,-2.528725029237648,2.2424048698358234,2.018927662370898,-10.687523188881897,1,Cluster_2
