feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target,target_name
2.6273034225471985,-1.5513556850467,-1.7948906897534522,1.1620608240418546,-2.2706692372862607,-2.9977928358560226,-0.6750864164769154,-1.703222160216495,2.25683821673403,-1.1289294967841952,0.6382760303981719,-1.2498203395893641,-1.425061190847817,-5.93105648235688,-0.9022688682869717,-4.934721621152068,3.47734681383767,-0.2652375404702022,-3.7905994874632616,1.8144679166282596,1,Class_B
0.7836373131389985,-20.718002557187987,-0.36633405076235903,-3.8602466456131,-2.286969958136815,0.7227842992383016,1.9570795585616014,-1.0500442216295527,0.7355678557869205,3.6367097244642825,-5.730896404928532,0.15140304795173262,-2.995566773168108,0.044600207052377126,1.0301047853801055,-0.6912014824313336,7.96952456436438,0.2984518139814398,-2.4247670659637754,-4.132193944198169,0,Class_A
-0.5176231129766435,-0.22233278413403004,0.40398557760356946,2.1238507984476893,0.30614222512834943,0.375948832658314,0.2539878394889086,-0.4353366915514676,0.014090462631236256,-0.8747537099264859,-0.04968782369083047,-0.13808233466148176,-3.5043097950730733,-0.11369821858288864,0.6397834033870837,0.3349489592816449,1.6257950015519183,0.5911361179239325,-2.8023072983001938,-1.1569146390526308,1,Class_B
-0.3088560801402346,0.24302196096279957,-2.488416470358494,0.0028891195907320144,1.8460440964382698,0.23086803948380785,0.16333740797288598,0.7024820950664944,3.237781963476154,0.15598561124676213,2.5505286466494437,1.368079350488601,3.92564051410395,-2.62880783684556,-2.085110557351297,-2.6498404130681497,0.2587513005019427,0.125901388394959,0.3104391819178782,-0.4887686062339023,0,Class_A
-0.3776640309346899,11.760933695906283,-2.152835448040519,3.7519785467990174,4.53714911081358,1.6182747687702448,-0.23203735505301326,-0.5560736248389093,5.379448976279464,-2.388206089707307,-2.4857178764262473,-0.6075687917795559,-2.7329895483755133,-0.2995821605740679,0.19807646563795278,-0.1177929990983951,-0.5843665321247979,1.5681824295273261,1.295156979296963,-1.028672228239495,0,Class_A
8.16697045739279,8.119647018984683,-0.27733887990169803,-2.028896806553324,1.5019122171222226,1.3967940749615453,-2.016328730466297,-1.178858556828477,-1.0867779770301746,3.4479139985780045,1.9103423119778071,-0.7404901063321585,-6.558137599893597,6.996467444069176,-0.3144633302673049,-1.9162130306019762,0.10030063541779644,0.8648244384910113,-0.5115379204680951,-3.2891986464275265,0,Class_A
-1.2897113683294554,-10.762537836410331,1.025071236590854,-0.7829695514717632,0.2602210591158727,-2.58464199317648,2.2493158283227417,-4.154572125884137,-0.5601203075140035,-1.028930852736881,-1.582945084450888,-0.15196738231603887,1.4024069496086555,2.460391727444503,-5.936344917214569,10.97591442346413,-0.9041218650775107,1.06014381867127,-1.8185702156795123,2.2207420944250984,2,Class_C
2.9977268208710766,-2.5611589545511912,1.3800328038081342,0.6547255262086571,6.367325936747453,1.0108700096379786,3.317636181488402,2.1132118609739856,-3.455302301030386,2.3718079291624097,-1.8851984373137622,0.06837156596765875,-4.327013938629717,5.4052538664955545,-0.8784787355838124,-1.0188321004826542,-0.2210457792451277,-1.7464667255790336,-4.084591114965682,-5.005198462619182,0,Class_A
-4.368578132664645,-11.464895662166827,-1.0204897884573798,-2.32440685433615,-2.627440057075293,-0.1596063812386016,-1.618563239591416,2.3609242495730793,0.3678844008292965,-1.9615596378257951,-2.962845119127237,1.180989905305672,0.5335625970493084,-6.141702099684117,-1.3416508216653646,0.010729514966532117,4.942191481972868,0.40327456303717174,-2.729939595315572,0.7730922980876583,0,Class_A
-0.984045430780353,-1.628380981933724,-0.09177902159378204,0.025368368481735737,3.612630125261673,1.9178206664980841,-0.021801315603631855,1.7746305999593748,-0.661068912508499,3.295758103986597,0.4576200147965386,0.35973897512678843,-0.0576386516145061,0.9186130041576815,-0.5337354977535598,-3.487821144709266,1.9973931826770919,-0.4986338957884514,0.46506062686177163,-1.2840501565541604,0,Class_A
-3.6337706310796736,3.1143239021085516,0.0874313072812738,-0.3600515278531007,-4.3387660292060755,-2.5176921327367516,-6.827985521617633,1.9225468829522723,-0.30250645932721043,-4.5335971505488235,-1.5679314322140558,-1.1140813582330875,0.6490413221342949,-7.613007890470268,0.5309439010182273,0.20986427752711892,-1.1601395092723203,-0.63093083373779,-3.536389821863001,3.179141914577285,0,Class_A
5.2832622357542345,3.461849978703789,-0.27209431961571817,0.8116939006685906,-2.3312144436366653,-1.6674889976870753,0.3323184368184804,0.8061182430362577,1.8984922501619717,-0.044761321075349136,0.3928796535870477,-0.3838747413307828,-1.156068365756652,-4.887664055271736,-0.21602018145761437,-5.715888229272236,1.339163966977624,0.20228040762121913,-3.495742838596513,2.0380806831365508,1,Class_B
0.09038018569923012,-2.69498959257635,-1.2732820676511427,1.1419873117230313,1.614520586654312,0.4123477972738434,1.6654791366807564,1.5536011338594937,-1.2221063485484613,-0.8760823763850519,-1.0817795026237245,0.33795555414502526,0.7021490353964396,-1.2936931823646163,-1.6729137352965768,-3.7615536428159526,2.0175321476503676,-0.5922408448128146,0.284705495490271,0.9285808752971597,0,Class_A
-0.04148085961216985,-5.529999806551566,1.1020086714329966,0.6190444157712645,-0.409657685230694,0.8906441434164675,0.46186153592279133,2.6281986424388855,0.1935716714478829,1.0939273137758807,-1.3459911372964921,0.5704211733607956,-0.3312677551531624,-0.07150948543526696,1.209334353214732,-1.1129435738060223,0.5205439933043368,-0.33143137128150285,-3.5817208362008417,-4.542925096795243,1,Class_B
